Icon,Name,Description,SP,Exclusive
,S/R Near Trace 1,"Enables【Canto (Rem. +1)】.Inflicts Spd/Res-1 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60,No
,S/R Near Trace 2,"Enables【Canto (Rem. +1)】.Inflicts Spd/Res-2 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",120,No
,S/R Near Trace 3,"Enables【Canto (Rem. +1)】.Inflicts Spd/Res-3 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",240,No
,S/R Near Trace 4,"Enables【Canto (Rem. +1; Min ２)】.Inflicts Spd/Res-4 on foe during combat and unit deals +7 damage including when dealing damage with a Special triggered before combat.【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,S/R Spiked Wall,"Foes with Range = 1 cannot move through spaces adjacent to unit (does not affect foes with Pass skills).Foes with Range = 2 cannot move through spaces within 2 spaces of unit (does not affect foes with Pass skills).Inflicts Spd/Res-4 on foe, deals damage = 15% of the greater of unit's Spd or Res (excluding area-of-effect Specials), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",300,No
,Sabotage A/D 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Atk/Def-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Atk/Def-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",300,No
,Sabotage A/R 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Atk/Res-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Atk/Res-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",300,No
,Sabotage Atk 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-3 on that foe through its next action.",60,No
,Sabotage Atk 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-5 on that foe through its next action.",120,No
,Sabotage Atk 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk-7 on that foe through its next action.",240,No
,Sabotage Def 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-3 on that foe through its next action.",60,No
,Sabotage Def 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-5 on that foe through its next action.",120,No
,Sabotage Def 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Def-7 on that foe through its next action.",240,No
,Sabotage Res 1,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-3 on that foe through its next action.",60,No
,Sabotage Res 2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-5 on that foe through its next action.",120,No
,Sabotage Res 3,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Res-7 on that foe through its next action.",240,No
,Sabotage S/R 3,"At start of turn, if any foe's Res < unit's Res and that foe is adjacent to another foe, inflicts Spd/Res-6 on that foe through its next action. At start of combat, if unit's Res > foe's Res, inflicts Spd/Res-X on foe during combat (X = 3 + highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently).",300,No
,Sabotage Spd 1,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-3 on that foe through its next action.",60,No
,Sabotage Spd 2,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-5 on that foe through its next action.",120,No
,Sabotage Spd 3,"At start of turn, if any foe's Res ≤ unit’s Res-3 and that foe is adjacent to another foe, inflicts Spd-7 on that foe through its next action.",240,No
,Sacae's Blessing,"If foe uses sword, lance, or axe, foe cannot counterattack.(Skill cannot be inherited.)",300,Yes
,Savvy Fighter 1,"If foe initiates combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd is ≥ foe's Spd, reduces damage from foe's first attack during combat by 10%.",60,No
,Savvy Fighter 2,"If foe initiates combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd is ≥ foe's Spd-2, reduces damage from foe's first attack during combat by 20%.",120,No
,Savvy Fighter 3,"If foe initiates combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd is ≥ foe's Spd-4, reduces damage from foe's first attack during combat by 30%.",240,No
,Savvy Fighter 4,"If foe initiates combat, inflicts Atk/Spd-4 on foe and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd ≥ foe's Spd-10, reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",300,No
,Scowling Fighter,"If foe initiates combat or if unit's HP ≥ 25% at start of combat, inflicts Atk/Res-4 on foe, deals damage = 20% of unit's Res (excluding area-of-effect Specials), reduces damage from foe's attacks by 20% of unit's Res (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed the foe's maximum Special cooldown).",300,No
,Seal Atk 1,Inflicts Atk-3 on foe through its next action after combat.,40,No
,Seal Atk 2,Inflicts Atk-5 on foe through its next action after combat.,80,No
,Seal Atk 3,Inflicts Atk-7 on foe through its next action after combat.,160,No
,Seal Atk 4,"Inflicts Atk-4 on foe during combat, and if no effect neutralizes penalties to foe's Atk, inflicts penalty on foe's Atk during combat = 7 - current penalty on foe's Atk (min: 0). If penalty is active on foe's Atk, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) Inflicts Atk-7 on foe through its next action after combat.",300,No
,Seal Atk/Def 1,Inflicts Atk/Def-3 on foe through its next action after combat.,100,No
,Seal Atk/Def 2,Inflicts Atk/Def-5 on foe through its next action after combat.,200,No
,Seal Atk/Res 1,Inflicts Atk/Res-3 on foe through its next action after combat.,100,No
,Seal Atk/Res 2,Inflicts Atk/Res-5 on foe through its next action after combat.,200,No
,Seal Atk/Res 3,"Inflicts Atk/Res-3 on foe and additional penalty to foe's Atk/Res = 6 - current penalty on each of those stats during combat (min 0; calculates each stat penalty independently; still inflicts penalty on foe even if foe triggers an effect that neutralizes penalties during combat). If penalty is active on foe's Atk or Res, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). After combat, inflicts Atk/Res-6 on foe through its next action.",300,No
,Seal Atk/Spd 1,Inflicts Atk/Spd-3 on foe through its next action after combat.,100,No
,Seal Atk/Spd 2,Inflicts Atk/Spd-5 on foe through its next action after combat.,200,No
,Seal Def 1,Inflicts Def-3 on foe through its next action after combat.,40,No
,Seal Def 2,Inflicts Def-5 on foe through its next action after combat.,80,No
,Seal Def 3,Inflicts Def-7 on foe through its next action after combat.,160,No
,Seal Def 4,"Inflicts Def-4 on foe during combat, and if no effect neutralizes penalties to foe's Def, inflicts penalty on foe's Def during combat = 7 - current penalty on foe's Def (min: 0). If penalty is active on foe's Def, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) Inflicts Def-7 on foe through its next action after combat.",300,No
,Seal Def/Res 1,Inflicts Def/Res-3 on foe through its next action after combat.,100,No
,Seal Def/Res 2,Inflicts Def/Res-5 on foe through its next action after combat.,200,No
,Seal Def/Res 3,"Inflicts Def/Res-3 on foe and additional penalty to foe's Def/Res = 6 - current penalty on each of those stats during combat (min 0; calculates each stat penalty independently; still inflicts penalty on foe even if foe triggers an effect that neutralizes penalties during combat). If penalty is active on foe's Def or Res, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). After combat, inflicts Def/Res-6 on foe through its next action.",300,No
,Seal Res 1,Inflicts Res-3 on foe through its next action after combat.,40,No
,Seal Res 2,Inflicts Res-5 on foe through its next action after combat.,80,No
,Seal Res 3,Inflicts Res-7 on foe through its next action after combat.,160,No
,Seal Res 4,"Inflicts Res-4 on foe during combat, and if no effect neutralizes penalties to foe's Res, inflicts penalty on foe's Res during combat = 7 - current penalty on foe's Res (min: 0). If penalty is active on foe's Res, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) Inflicts Res-7 on foe through its next action after combat.",300,No
,Seal Spd 1,Inflicts Spd-3 on foe through its next action after combat.,40,No
,Seal Spd 2,Inflicts Spd-5 on foe through its next action after combat.,80,No
,Seal Spd 3,Inflicts Spd-7 on foe through its next action after combat.,160,No
,Seal Spd 4,"Inflicts Spd-4 on foe during combat, and if no effect neutralizes penalties to foe's Spd, inflicts penalty on foe's Spd during combat = 7 - current penalty on foe's Spd (min: 0). If penalty is active on foe's Spd, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) Inflicts Spd-7 on foe through its next action after combat.",300,No
,Seal Spd/Def 1,Inflicts Spd/Def-3 on foe through its next action after combat.,100,No
,Seal Spd/Def 2,Inflicts Spd/Def-5 on foe through its next action after combat.,200,No
,Seal Spd/Def 3,"Inflicts Spd/Def-3 on foe and additional penalty to foe's Spd/Def = 6 - current penalty on each of those stats during combat (min 0; calculates each stat penalty independently; still inflicts penalty on foe even if foe triggers an effect that neutralizes penalties during combat). If penalty is active on foe's Spd or Def, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). After combat, inflicts Spd/Def-6 on foe through its next action.",300,No
,Seal Spd/Res 1,Inflicts Spd/Res-3 on foe through its next action after combat.,100,No
,Seal Spd/Res 2,Inflicts Spd/Res-5 on foe through its next action after combat.,200,No
,Seal Spd/Res 3,"Inflicts Spd/Res-3 on foe and additional penalty to foe's Spd/Res = 6 - current penalty on each of those stats during combat (min 0; calculates each stat penalty independently; still inflicts penalty on foe even if foe triggers an effect that neutralizes penalties during combat). If penalty is active on foe's Spd or Res, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). After combat, inflicts Spd/Res-6 on foe through its next action.",300,No
,Shadow Slide,"Unit can move to a space within 2 spaces of any ally that has entered combat during the current turn. Unit can move to a space within 2 spaces of any ally within 2 spaces. If ally has entered combat during the current turn, unit can move through foes' spaces.If unit is within 3 spaces of an ally, inflicts Atk/Spd/Def-5 on foe, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",300,Yes
,Shield Fighter,"Inflicts Atk/Spd-4 on foe during combat.If foe's attack can trigger unit's Special, triggers the following effects during combat: grants Special cooldown count-1 to unit before foe's first attack; if foe's first attack triggers the ""attacks twice"" effect, grants Special cooldown count-1 to unit before foe's second strike as well; grants Special cooldown count-1 to unit before foe's first follow-up attack. If foe's attack triggers unit's Special and Special has the ""reduces damage by X%"" effect, Special triggers twice, then reduces damage by 7. Each Special trigger is calculated as a separate activation.",300,No
,Shield of Hope,"Inflicts Atk/Spd/Def-5 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and grants effects based on the total value of bonuses on the 3 allies with the highest bonus totals during combat (excluding unit):If value ≥ 20, if decreasing the Spd difference necessary to make a follow-up attack by 10 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow 100%】; if value ≥ 40, if foe initiates combat, unit can counterattack before foe's first attack; and if value ≥ 60, neutralizes effects that prevent unit's counterattacks, and also, if it is first combat initiated by foe that turn, unit can make a follow-up attack before foe's next attack.【Potent Follow 100%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = 100% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",300,Yes
,Shield Pulse 1,"At the start of turn 1, if foe's attack can trigger unit's Special, grants Special cooldown count-1.",60,No
,Shield Pulse 2,"At the start of turn 1, if foe's attack can trigger unit's Special, grants Special cooldown count-1. Reduces damage dealt to unit by 5 when Special triggers.",120,No
,Shield Pulse 3,"At the start of turn 1, if foe's attack can trigger unit's Special, grants Special cooldown count-2. Reduces damage dealt to unit by 5 when Special triggers.",240,No
,Slick Fighter 1,"If unit's HP ≥ 75% and foe initiates combat, neutralizes penalties on unit during combat and unit makes a guaranteed follow-up attack.",60,No
,Slick Fighter 2,"If unit's HP ≥ 50% and foe initiates combat, neutralizes penalties on unit during combat and unit makes a guaranteed follow-up attack.",120,No
,Slick Fighter 3,"If unit's HP ≥ 25% and foe initiates combat, neutralizes penalties on unit during combat and unit makes a guaranteed follow-up attack.",240,No
,Slick Fighter 4,"If foe initiates combat or if unit's HP ≥ 25% at start of combat, inflicts Atk-5 on foe, deals +X damage (X = 20% of unit's Def; excluding area-of-effect Specials), reduces damage from foe's attacks by X (excluding area-of-effect Specials), unit makes a guaranteed follow-up attack, and neutralizes penalties on unit during combat.",300,No
,Soaring Wings,"Enables【Canto (１)】.Unit can move to a space within 2 spaces of any ally within 2 spaces. At start of combat, if unit's HP ≥ 25%, inflicts Spd/Def-X on foe during combat (X = 4 + number of spaces from start position to end position of whoever initiates combat; max 8).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Solar Brace II,"Enables【Canto (２)】.Neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. Restores 10 HP to unit after combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Solar Brace,Restores HP = 30% of damage dealt when Special triggers. (Stacks with effects of skills like Sol.),300,Yes
,Soul of Zofia II,"Neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. If unit initiates combat, unit can make a follow-up attack before foe can counterattack. At start of combat, if unit's HP ≥ 25%, inflicts Spd-5 on foe and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (example: a foe with a ""reduce damage by 45%"" skill would reduce damage by 23% instead).",300,Yes
,Soul of Zofia,"Neutralizes effects that guarantee foe's follow-up attacks or prevent unit's follow-up attacks during combat. If unit's HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",300,Yes
,Spd Cantrip 1,"If Sing or Dance is used, inflicts Spd-3 on nearest foes within 4 spaces of unit through their next actions.",60,No
,Spd Cantrip 2,"If Sing or Dance is used, inflicts Spd-5 on nearest foes within 4 spaces of unit through their next actions.",120,No
,Spd Cantrip 3,"If Sing or Dance is used, inflicts Spd-7 on nearest foes within 4 spaces of unit through their next actions.",240,No
,Spd/Def Bulwark 1,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Def-2 on foe during combat. Restores 3 HP to unit after combat.",60,No
,Spd/Def Bulwark 2,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Def-3 on foe during combat. Restores 5 HP to unit after combat.",120,No
,Spd/Def Bulwark 3,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Def-4 on foe during combat. Restores 7 HP to unit after combat.",240,No
,Spd/Def Detect,"Inflicts Spd/Def-4 on foe during combat.If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts【Exposure】on closest foes within 5 spaces of both unit and target ally or unit and targeting ally after movement and foes within 2 spaces of those foes through their next actions.Inflicts Spd/Def-5 on foes on the map with the 【Exposure】effect active and neutralizes bonuses to Spd/Def for those foes during combat.【Exposure】Foe's attacks deal +10 damage.",300,No
,Spd/Def Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+2 to unit and target ally or unit and targeting ally for 1 turn.",60,No
,Spd/Def Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+4 to unit and target ally or unit and targeting ally for 1 turn.",120,No
,Spd/Def Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+6 to unit and target ally or unit and targeting ally for 1 turn.",240,No
,Spd/Def Link 4,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Def+6 and【Canto (１)】to unit and target ally or unit and targeting ally for 1 turn. Inflicts Atk/Spd-4 on foe and unit deals +X damage during combat (X = highest total Spd+Def bonuses among unit and allies with【Canto (１)】active; excluding area-of-effect Specials).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Spd/Def Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-1 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",60,No
,Spd/Def Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-3 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",120,No
,Spd/Def Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-5 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",240,No
,Spd/Def Ruse 4,"Inflicts Spd/Def-4 on foe during combat. If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Def-6,【Guard】, 【Discord】, and【Schism】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Schism】Neutralizes Triangle Attack, Dual Strike, and Pathfinder effects active on unit through unit's next action. Unit is excluded from ally Triangle Attack and Dual Strike effects calculated using numbers of allies. When this status (Schism) is neutralized, Triangle Attack, Dual Strike, and Pathfinder effects are also neutralized.",300,No
,Spd/Def Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-2 on nearest foes within 4 spaces of both unit and target through their next actions.",60,No
,Spd/Def Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-4 on nearest foes within 4 spaces of both unit and target through their next actions.",120,No
,Spd/Def Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-6 on nearest foes within 4 spaces of both unit and targeted ally through their next action.",240,No
,Spd/Def Snag 4,"Inflicts Spd/Def-4 on foe during combat. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Def-7 and【Sabotage】on nearest foes within 4 spaces of both unit and target ally after movement and on foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect through their next actions.【Sabotage】Inflicts penalty on unit's Atk/Spd/Def/Res during combat = highest penalty on each stat between unit and allies within 2 spaces of unit through its next action. Calculates each stat penalty independently.",300,No
,Spd/Def Tempo 1,"Inflicts Spd/Def-1 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",60,No
,Spd/Def Tempo 2,"Inflicts Spd/Def-2 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",120,No
,Spd/Def Tempo 3,"Inflicts Spd/Def-3 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",240,No
,Spd/Def Tempo 4,"Inflicts Spd/Def-4 on foe, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, and reduces the percentage of foe's non-Special ""reduces damage by X%"" skills by 50% during combat (example: a foe with a ""reduces damage by 45%"" skill would reduce damage by 23% instead).",300,No
,Spd Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-3 on foes in cardinal directions of unit through their next actions.",60,No
,Spd Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-5 on foes in cardinal directions of unit through their next actions.",120,No
,Spd Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd-7 on foes in cardinal directions of unit through their next actions.",240,No
,Spd Preempt 1,"Inflicts Spd-2 on foe during combat. If foe initiates combat and uses bow, dagger, magic, or staff and unit's Spd ≥ foe's Spd+5, unit can counterattack before foe's first attack. (Excluding when unit's Savior effect triggers.)",60,No
,Spd Preempt 2,"Inflicts Spd-3 on foe during combat. If foe initiates combat and uses bow, dagger, magic, or staff and unit's Spd ≥ foe's Spd+3, unit can counterattack before foe's first attack. (Excluding when unit's Savior effect triggers.)",120,No
,Spd Preempt 3,"Inflicts Spd-4 on foe during combat. If foe initiates combat and uses bow, dagger, magic, or staff and unit's Spd > foe's Spd, unit can counterattack before foe's first attack. (Excluding when unit's Savior effect triggers.)",240,No
,Spd/Res Bulwark 1,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Res-2 on foe during combat. Restores 3 HP to unit after combat.",60,No
,Spd/Res Bulwark 2,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Res-3 on foe during combat. Restores 5 HP to unit after combat.",120,No
,Spd/Res Bulwark 3,"Foes with Range = 1 cannot move through spaces adjacent to unit, and foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.) Inflicts Spd/Res-4 on foe during combat. Restores 7 HP to unit after combat.",240,No
,Spd/Res Discord,"At start of player phase or enemy phase, inflicts Spd/Res-6 and【Discord】on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions.Inflicts penalty on foe's Spd/Res during combat = number of foes inflicted with【Discord】 within 2 spaces of target, including target, × 2, + 4 (max 10) and deals damage = 15% of unit's Res (excluding area-of-effect Specials).【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.",300,No
,Spd/Res Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+2 to unit and target ally or unit and targeting ally for 1 turn.",60,No
,Spd/Res Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+4 to unit and target ally or unit and targeting ally for 1 turn.",120,No
,Spd/Res Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Spd/Res+6 to unit and target ally or unit and targeting ally for 1 turn.",240,No
,Spd/Res Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-1 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",60,No
,Spd/Res Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-3 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",120,No
,Spd/Res Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Spd/Res-5 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",240,No
,Spd/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",60,No
,Spd/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",120,No
,Spd/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Spd/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",240,No
,Spd/Res Tempo 1,"Inflicts Spd/Res-1 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",60,No
,Spd/Res Tempo 2,"Inflicts Spd/Res-2 on foe and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",120,No
